"","host_acceptance_rate","host_is_superhost","host_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed.Cap.Rouge","neighbourhood_cleansed.Chutes.Montmorency","neighbourhood_cleansed.Cité.Universitaire","neighbourhood_cleansed.Des.Châtels","neighbourhood_cleansed.Duberger.Les.Saules","neighbourhood_cleansed.Jésuites","neighbourhood_cleansed.L.Aéroport","neighbourhood_cleansed.Lac.Saint.Charles","neighbourhood_cleansed.Lairet","neighbourhood_cleansed.Loretteville","neighbourhood_cleansed.Maizerets","neighbourhood_cleansed.Montcalm","neighbourhood_cleansed.Neufchâtel.Est.Lebourgneuf","neighbourhood_cleansed.Notre.Dame.des.Laurentides","neighbourhood_cleansed.Plateau","neighbourhood_cleansed.Pointe.de.Sainte.Foy","neighbourhood_cleansed.Quartier.4.2","neighbourhood_cleansed.Quartier.4.3","neighbourhood_cleansed.Quartier.4.5","neighbourhood_cleansed.Quartier.4.6","neighbourhood_cleansed.Quartier.5.1","neighbourhood_cleansed.Quartier.5.2","neighbourhood_cleansed.Quartier.5.4","neighbourhood_cleansed.Saint.Émile","neighbourhood_cleansed.Saint.Jean.Baptiste","neighbourhood_cleansed.Saint.Louis","neighbourhood_cleansed.Saint.Roch","neighbourhood_cleansed.Saint.Sacrement","neighbourhood_cleansed.Saint.Sauveur","neighbourhood_cleansed.Sillery","neighbourhood_cleansed.Val.Bélair","neighbourhood_cleansed.Vanier","neighbourhood_cleansed.Vieux.Limoilou","neighbourhood_cleansed.Vieux.Moulin","neighbourhood_cleansed.Vieux.Québec.Cap.Blanc.Colline.parlementaire","property_type.Camper.RV","property_type.Entire.apartment","property_type.Entire.bungalow","property_type.Entire.cabin","property_type.Entire.chalet","property_type.Entire.condominium","property_type.Entire.cottage","property_type.Entire.guest.suite","property_type.Entire.guesthouse","property_type.Entire.home.apt","property_type.Entire.house","property_type.Entire.loft","property_type.Entire.place","property_type.Entire.serviced.apartment","property_type.Entire.townhouse","property_type.Private.room","property_type.Private.room.in.apartment","property_type.Private.room.in.bed.and.breakfast","property_type.Private.room.in.bungalow","property_type.Private.room.in.condominium","property_type.Private.room.in.cottage","property_type.Private.room.in.guest.suite","property_type.Private.room.in.guesthouse","property_type.Private.room.in.hostel","property_type.Private.room.in.house","property_type.Private.room.in.loft","property_type.Private.room.in.nature.lodge","property_type.Private.room.in.serviced.apartment","property_type.Private.room.in.townhouse","property_type.Private.room.in.villa","property_type.Room.in.aparthotel","property_type.Room.in.bed.and.breakfast","property_type.Room.in.boutique.hotel","property_type.Room.in.hostel","property_type.Room.in.hotel","property_type.Room.in.nature.lodge","property_type.Room.in.serviced.apartment","property_type.Shared.room","property_type.Shared.room.in.apartment","property_type.Shared.room.in.condominium","property_type.Shared.room.in.dorm","property_type.Shared.room.in.hostel","property_type.Shared.room.in.loft","property_type.Shared.room.in.townhouse","property_type.Tiny.house","room_type.Entire.home.apt","room_type.Hotel.room","room_type.Private.room","room_type.Shared.room","accommodates","beds","price","minimum_nights","maximum_nights","minimum_maximum_nights","availability_30","availability_90","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","host_seniority","private_bath","shared_bath","number_bath","classe_geographique.1","classe_geographique.2","classe_geographique.3","classe_geographique.4","classe_geographique.5","classe_geographique.6","classe_geographique.7","classe_geographique.8","classe_geographique.9","classe_geographique.10"
"577",73,1,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,90,30,365,365,29,89,364,17,1,0,98,10,10,10,10,10,10,0,15,0,0,0.39,1659,0,0,1,0,0,1,0,0,0,0,0,0,0
"578",100,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,125,1,60,1125,30,90,365,110,0,0,88,10,9,10,9,10,9,1,1,0,0,2.49,1332,0,0,1,0,0,0,0,0,0,0,0,1,0
"579",100,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,167,2,1125,1125,30,90,102,132,1,0,99,10,10,10,10,10,10,1,1,0,0,3.31,1328,0,0,1,0,0,0,0,0,0,1,0,0,0
"580",83,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,7,480,3,1125,1125,0,9,284,9,1,0,96,9,9,10,10,10,9,1,2,0,0,0.22,2733,0,0,3,0,0,0,0,0,0,0,0,0,1
"581",0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,40,2,30,30,11,71,346,3,0,0,100,9,10,10,10,10,10,0,2,2,0,0.14,1861,0,1,1,1,0,0,0,0,0,0,0,0,0
"582",84,1,7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,2,64,31,1125,1125,0,9,66,109,0,0,97,10,10,10,10,10,10,0,4,0,0,2.47,1959,0,0,1,0,0,0,0,0,0,0,1,0,0
"583",100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,100,2,1125,1125,0,0,0,79,0,0,98,10,10,10,10,10,10,1,1,1,0,1.82,1323,0,1,1,0,0,0,0,1,0,0,0,0,0
"584",72,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,56,1,30,1125,0,0,0,119,0,0,98,10,10,10,10,9,10,1,1,0,0,2.85,1594,0,0,1,0,0,0,0,0,0,1,0,0,0
"585",100,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,3,200,1,1125,1125,0,8,192,153,7,0,94,10,9,10,10,10,9,1,1,0,0,3.52,2134,0,0,1,0,0,0,1,0,0,0,0,0,0
"586",99,0,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,130,30,1125,1125,0,0,0,4,1,0,95,10,10,10,10,10,9,0,30,6,0,0.11,1963,0,0,1,0,0,0,0,0,0,0,1,0,0
"587",100,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,3,115,32,1125,1125,11,71,161,234,21,0,94,10,9,10,10,10,10,1,2,0,0,5.35,1317,0,0,1.5,0,0,0,1,0,0,0,0,0,0
"588",95,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,120,3,1125,1125,10,30,56,83,14,2,95,10,9,10,10,10,9,0,1,0,0,2.05,2258,0,0,2,0,0,0,0,0,1,0,0,0,0
"589",29,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,40,1,1125,1125,24,84,173,21,0,0,99,10,10,10,10,10,10,0,1,1,0,0.62,1366,0,1,1,0,0,0,1,0,0,0,0,0,0
"590",100,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,300,2,1125,1125,29,88,342,113,7,0,97,10,10,10,10,10,9,1,3,0,0,2.6,1345,0,0,1,0,0,0,0,1,0,0,0,0,0
"591",100,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,38,1,7,7,0,0,37,234,13,0,95,10,9,10,10,10,10,0,1,0,0,5.41,3496,0,0,1,0,0,0,0,0,0,0,0,1,0
"592",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,45,1,40,1125,29,87,358,245,56,9,97,10,10,10,10,10,10,1,1,1,0,5.65,2020,1,0,1,0,1,0,0,0,0,0,0,0,0
"593",100,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,135,32,1125,1125,0,0,0,68,1,0,96,10,10,10,10,10,10,1,5,4,0,1.57,1344,0,0,1,0,0,0,0,0,0,0,0,1,0
"594",67,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,5,60,120,180,180,0,0,0,0,0,0,80,2,2,2,10,8,6,0,1,0,0,0.16,1690,0,0,2,0,0,0,1,0,0,0,0,0,0
"595",99,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,159,1,1125,1125,0,0,0,162,0,0,98,10,10,10,10,10,10,0,1,1,0,3.79,2139,0,1,1,0,0,0,0,0,0,1,0,0,0
"596",70,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,4,300,32,1125,1125,30,90,365,90,7,0,97,10,10,10,10,10,9,0,1,0,0,2.11,1298,0,0,2,0,0,0,0,0,0,1,0,0,0
"597",25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,35,2,1125,1125,0,0,0,50,0,0,94,10,9,10,10,10,9,1,1,1,0,1.16,2072,0,1,1,0,0,0,0,0,0,1,0,0,0
"598",100,1,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,65,32,1125,1125,15,63,184,2,0,0,100,10,9,10,10,10,10,0,11,1,0,0.07,1817,0,0,1.5,0,0,0,0,0,0,1,0,0,0
"599",100,1,11,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,40,32,1125,1125,15,63,184,1,0,0,100,10,10,10,8,10,10,0,11,1,0,0.03,1817,0,0,1,0,0,0,0,0,0,1,0,0,0
"600",50,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,80,1,1125,1125,0,0,130,105,0,0,95,10,9,10,10,10,10,1,1,0,0,2.51,1450,0,0,1,0,0,1,0,0,0,0,0,0,0
"601",99,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,55,1,1125,1125,7,66,66,52,4,0,93,10,9,10,10,9,10,1,5,5,0,1.22,2031,0,1,2.5,0,0,0,0,0,0,0,1,0,0
"602",95,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,8,259,1,1125,1125,0,40,315,170,23,0,96,10,9,10,10,10,9,0,1,0,0,4.06,1479,0,0,2,0,0,0,0,0,0,0,0,1,0
"603",99,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,55,1,1125,1125,7,66,66,76,7,0,94,10,9,10,9,9,9,1,5,5,0,1.78,2031,0,1,2.5,0,0,0,0,0,0,0,1,0,0
"604",99,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,55,1,1125,1125,7,66,66,124,7,0,92,10,9,10,10,9,9,1,5,5,0,2.9,2031,0,1,2.5,0,0,0,0,0,0,0,1,0,0
"605",99,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,55,1,1125,1125,7,66,66,52,8,1,93,10,9,10,10,10,10,1,5,5,0,1.22,2031,0,1,2.5,0,0,0,0,0,0,0,1,0,0
"606",85,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,4,175,3,1125,1125,0,0,0,19,0,0,99,10,10,10,10,10,10,0,1,0,0,0.47,1708,0,0,2,0,0,0,0,0,0,0,0,0,1
"607",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,99,2,365,365,30,80,80,31,0,0,96,10,10,9,10,10,10,0,1,0,0,0.73,1921,0,0,1,0,0,0,0,1,0,0,0,0,0
"608",90,0,94,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,290,30,1125,1125,0,10,285,11,0,0,95,10,10,10,10,10,10,1,63,0,0,0.34,2145,0,0,1,0,0,0,0,1,0,0,0,0,0
"609",88,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,30,32,1125,1125,30,90,365,8,0,0,86,9,8,10,10,10,9,1,4,0,0,0.2,2076,0,0,1,0,0,0,0,1,0,0,0,0,0
"610",0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,45,30,1125,1125,0,0,127,0,0,0,70,2,2,8,10,10,6,0,6,0,0,0.55,1259,0,0,1,0,0,0,0,0,0,1,0,0,0
"611",100,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,65,2,1124,1124,0,0,0,84,0,0,96,10,10,10,10,10,10,0,1,0,0,2.06,2149,0,0,1,0,0,0,0,0,0,1,0,0,0
"612",0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,160,2,1125,1125,0,0,85,32,0,0,99,10,10,10,10,10,10,0,1,0,0,0.8,1259,0,0,1.5,0,0,0,0,0,1,0,0,0,0
"613",100,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,45,32,90,1125,0,0,127,58,2,1,94,10,10,10,10,10,10,1,5,4,0,1.5,1345,0,1,0,0,0,0,0,0,0,0,0,1,0
"614",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,50,2,1125,1125,0,0,0,98,0,0,99,10,10,10,10,10,10,0,1,0,0,2.37,2343,0,0,1,0,0,0,1,0,0,0,0,0,0
"615",100,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,69,2,1125,1125,0,25,95,97,8,0,99,10,10,10,10,10,10,1,1,0,0,2.36,2080,0,0,1,0,0,0,0,0,0,1,0,0,0
"616",97,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,59,2,1125,1125,18,34,183,88,16,4,98,10,10,10,10,9,10,1,1,0,0,2.27,1252,0,0,1,0,0,0,0,0,0,1,0,0,0
"617",99,0,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,125,30,1125,1125,0,0,0,3,1,0,87,8,9,8,7,10,9,0,30,6,0,0.19,1963,0,0,1,0,0,0,0,1,0,0,0,0,0
"618",100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,85,2,14,14,29,89,363,35,0,0,99,10,10,10,10,10,10,1,1,1,0,0.87,1563,0,1,1,0,0,1,0,0,0,0,0,0,0
"619",100,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,4,180,2,1125,1125,10,70,345,100,0,0,92,10,9,10,10,10,9,1,1,0,0,2.82,1250,0,0,1,0,0,0,0,0,0,0,1,0,0
"620",99,0,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,4,249,32,1125,1125,0,9,184,16,0,0,93,9,9,10,9,9,9,0,30,6,0,0.78,1963,0,0,2,0,0,0,0,0,0,0,0,0,1
"621",100,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,28,30,1125,1125,0,0,101,83,0,0,95,10,10,10,10,10,10,1,2,2,0,2.05,1731,0,1,1,0,0,0,0,0,0,0,0,0,1
"622",100,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,65,1,1125,1125,6,6,6,166,6,3,96,10,10,10,10,10,10,0,2,0,0,4.2,1245,0,0,1,0,0,0,0,0,0,0,0,1,0
