"","host_acceptance_rate","host_is_superhost","host_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed.Cap.Rouge","neighbourhood_cleansed.Chutes.Montmorency","neighbourhood_cleansed.Cité.Universitaire","neighbourhood_cleansed.Des.Châtels","neighbourhood_cleansed.Duberger.Les.Saules","neighbourhood_cleansed.Jésuites","neighbourhood_cleansed.L.Aéroport","neighbourhood_cleansed.Lac.Saint.Charles","neighbourhood_cleansed.Lairet","neighbourhood_cleansed.Loretteville","neighbourhood_cleansed.Maizerets","neighbourhood_cleansed.Montcalm","neighbourhood_cleansed.Neufchâtel.Est.Lebourgneuf","neighbourhood_cleansed.Notre.Dame.des.Laurentides","neighbourhood_cleansed.Plateau","neighbourhood_cleansed.Pointe.de.Sainte.Foy","neighbourhood_cleansed.Quartier.4.2","neighbourhood_cleansed.Quartier.4.3","neighbourhood_cleansed.Quartier.4.5","neighbourhood_cleansed.Quartier.4.6","neighbourhood_cleansed.Quartier.5.1","neighbourhood_cleansed.Quartier.5.2","neighbourhood_cleansed.Quartier.5.4","neighbourhood_cleansed.Saint.Émile","neighbourhood_cleansed.Saint.Jean.Baptiste","neighbourhood_cleansed.Saint.Louis","neighbourhood_cleansed.Saint.Roch","neighbourhood_cleansed.Saint.Sacrement","neighbourhood_cleansed.Saint.Sauveur","neighbourhood_cleansed.Sillery","neighbourhood_cleansed.Val.Bélair","neighbourhood_cleansed.Vanier","neighbourhood_cleansed.Vieux.Limoilou","neighbourhood_cleansed.Vieux.Moulin","neighbourhood_cleansed.Vieux.Québec.Cap.Blanc.Colline.parlementaire","property_type.Camper.RV","property_type.Entire.apartment","property_type.Entire.bungalow","property_type.Entire.cabin","property_type.Entire.chalet","property_type.Entire.condominium","property_type.Entire.cottage","property_type.Entire.guest.suite","property_type.Entire.guesthouse","property_type.Entire.home.apt","property_type.Entire.house","property_type.Entire.loft","property_type.Entire.place","property_type.Entire.serviced.apartment","property_type.Entire.townhouse","property_type.Private.room","property_type.Private.room.in.apartment","property_type.Private.room.in.bed.and.breakfast","property_type.Private.room.in.bungalow","property_type.Private.room.in.condominium","property_type.Private.room.in.cottage","property_type.Private.room.in.guest.suite","property_type.Private.room.in.guesthouse","property_type.Private.room.in.hostel","property_type.Private.room.in.house","property_type.Private.room.in.loft","property_type.Private.room.in.nature.lodge","property_type.Private.room.in.serviced.apartment","property_type.Private.room.in.townhouse","property_type.Private.room.in.villa","property_type.Room.in.aparthotel","property_type.Room.in.bed.and.breakfast","property_type.Room.in.boutique.hotel","property_type.Room.in.hostel","property_type.Room.in.hotel","property_type.Room.in.nature.lodge","property_type.Room.in.serviced.apartment","property_type.Shared.room","property_type.Shared.room.in.apartment","property_type.Shared.room.in.condominium","property_type.Shared.room.in.dorm","property_type.Shared.room.in.hostel","property_type.Shared.room.in.loft","property_type.Shared.room.in.townhouse","property_type.Tiny.house","room_type.Entire.home.apt","room_type.Hotel.room","room_type.Private.room","room_type.Shared.room","accommodates","beds","price","minimum_nights","maximum_nights","minimum_maximum_nights","availability_30","availability_90","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","host_seniority","private_bath","shared_bath","number_bath","classe_geographique.1","classe_geographique.2","classe_geographique.3","classe_geographique.4","classe_geographique.5","classe_geographique.6","classe_geographique.7","classe_geographique.8","classe_geographique.9","classe_geographique.10"
"1",100,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,100,2,180,180,0,37,312,94,5,0,96,10,10,10,10,9,10,1,1,0,0,0.79,3841,0,0,1.5,0,0,0,1,0,0,0,0,0,0
"2",100,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,145,1,365,365,29,89,364,147,0,0,98,10,10,10,10,10,10,0,3,2,0,1.23,3596,1,0,1,0,0,0,0,0,0,0,0,1,0
"3",100,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,150,30,1125,1125,1,1,1,50,4,1,94,10,9,10,10,10,9,0,1,0,0,0.43,3531,0,0,1,0,0,0,0,0,0,1,0,0,0
"4",100,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,73,2,33,33,0,0,0,162,2,0,99,10,10,10,10,10,10,0,1,1,0,1.54,3508,0,1,1,0,0,0,0,1,0,0,0,0,0
"5",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,40,30,1000,1000,0,0,0,77,0,0,98,10,10,10,10,10,10,0,1,0,0,0.68,3436,0,0,1,0,0,0,0,1,0,0,0,0,0
"6",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,89,3,1125,1125,0,0,101,33,0,0,97,10,10,10,10,9,10,0,1,0,0,0.3,3358,0,0,1,0,0,0,0,0,0,0,1,0,0
"7",97,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,4,98,2,60,60,30,90,270,178,0,0,84,9,9,10,10,10,9,0,6,3,0,1.68,1787,0,0,1,0,0,0,0,0,0,1,0,0,0
"8",100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,5,340,2,30,30,0,0,12,15,0,0,96,10,10,10,10,10,10,0,1,0,0,0.73,3274,0,0,1.5,0,0,0,0,1,0,0,0,0,0
"9",100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,70,90,90,90,30,90,270,103,0,0,87,10,10,10,10,10,9,1,6,3,0,1.11,1511,0,0,1,0,0,0,0,0,0,1,0,0,0
"10",0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,6,355,7,14,14,0,0,36,4,1,0,95,10,10,10,10,10,10,0,2,0,0,0.08,3197,0,0,1.5,0,0,0,0,0,1,0,0,0,0
"11",88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,65,2,60,60,30,90,270,122,1,1,84,9,9,10,10,10,9,1,6,3,0,1.16,2415,0,0,1,0,0,0,0,0,0,1,0,0,0
"12",91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,60,90,90,90,30,90,270,104,0,0,90,9,10,10,9,10,9,1,6,3,0,1,567,0,1,1,0,0,0,0,0,0,1,0,0,0
"13",86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,68,90,90,90,30,90,270,86,0,0,92,10,10,10,10,10,9,1,6,3,0,0.82,3117,0,1,1,0,0,0,0,0,0,1,0,0,0
"14",100,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,68,2,60,60,30,90,270,90,0,0,92,10,10,10,10,10,9,1,6,3,0,0.87,1363,0,1,1,0,0,0,0,0,0,1,0,0,0
"15",100,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,145,1,1125,1125,30,90,365,64,0,0,99,10,10,10,10,10,10,0,3,2,0,0.68,3596,0,0,1,0,0,0,0,0,0,0,0,1,0
"16",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,90,3,90,1125,13,13,13,69,4,1,95,10,9,10,10,10,10,0,1,0,0,0.68,2574,0,0,1,0,0,0,0,0,0,0,1,0,0
"17",29,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,32,3,14,14,4,21,108,176,0,0,94,10,10,10,10,10,10,0,2,1,0,1.74,3260,0,1,1,0,0,0,0,0,0,1,0,0,0
"18",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,40,2,31,31,0,0,37,40,0,0,96,10,9,10,10,10,10,0,1,1,0,0.42,3643,0,1,1,0,0,0,0,0,0,1,0,0,0
"19",90,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,75,30,365,365,0,10,191,27,3,0,93,9,9,10,10,10,9,0,2,0,0,0.29,3019,0,0,1,0,0,0,0,0,0,0,0,1,0
"20",90,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,50,30,1125,1125,0,0,100,18,3,0,95,10,10,10,10,10,10,0,2,0,0,0.19,3018,0,0,1,0,0,0,0,0,0,0,0,1,0
"21",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,80,2,30,30,28,88,363,6,0,0,85,10,8,10,9,9,9,0,2,1,0,0.06,3015,0,1,1,0,0,0,0,0,0,0,0,0,1
"22",79,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,75,29,1125,1125,30,61,184,49,0,0,94,10,9,9,10,9,9,0,1,0,0,0.51,3117,0,0,1,0,0,0,0,0,0,0,0,1,0
"23",100,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,45,3,30,1125,0,0,192,78,0,0,96,10,10,10,10,10,10,1,1,0,0,0.83,3392,0,0,1,0,0,0,0,0,1,0,0,0,0
"24",99,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,35,1,1125,1125,15,17,209,459,67,9,91,10,9,10,10,10,9,0,1,0,0,4.75,2948,0,0,1,0,0,0,1,0,0,0,0,0,0
"25",57,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,192,30,1125,1125,0,0,0,5,0,0,100,10,10,9,10,10,10,0,1,0,0,0.15,2948,0,0,1,0,0,0,0,0,0,1,0,0,0
"26",67,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,850,30,365,1125,10,41,316,251,0,0,89,9,9,10,10,9,9,1,1,0,0,2.56,2943,0,0,1,0,0,0,0,0,0,1,0,0,0
"27",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,95,3,1124,1124,0,0,0,140,0,0,97,10,10,10,10,10,10,0,1,0,0,1.51,2914,0,0,1,0,0,0,0,0,0,1,0,0,0
"28",50,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,350,6,62,62,29,89,364,22,1,0,91,9,10,9,10,10,9,0,1,0,0,0.23,2911,0,0,1.5,0,0,0,0,0,0,1,0,0,0
"29",77,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,105,3,365,365,30,90,90,226,0,0,86,9,8,9,8,10,9,0,1,0,0,2.38,2892,0,0,1,0,0,0,0,1,0,0,0,0,0
"30",100,0,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,15,31,1125,1125,2,52,231,7,0,0,91,9,8,10,10,8,9,0,4,4,0,0.1,2901,0,1,1,0,0,1,0,0,0,0,0,0,0
"31",100,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,75,2,14,14,11,71,346,11,0,0,96,10,9,10,10,9,9,0,2,2,0,0.16,3061,0,0,1,0,0,0,0,0,0,0,1,0,0
"32",90,1,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,119,1,32,32,22,82,353,134,10,0,88,9,9,9,9,10,8,0,11,10,0,1.44,2808,0,1,1,0,0,0,0,1,0,0,0,0,0
"33",90,1,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,129,1,30,30,28,88,354,174,7,0,92,9,9,9,10,10,9,0,11,10,0,1.96,2808,1,0,1,0,0,0,0,1,0,0,0,0,0
"34",90,1,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,119,1,30,30,19,77,352,132,12,2,89,9,9,9,9,10,9,0,11,10,0,1.42,2808,1,0,1,0,0,0,0,1,0,0,0,0,0
"35",90,1,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,245,2,90,90,25,85,322,215,7,1,95,10,9,10,10,10,9,0,11,10,0,2.31,2807,0,0,1,0,0,0,0,1,0,0,0,0,0
"36",100,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,20,31,1125,1125,1,17,292,21,2,0,99,10,10,10,10,10,10,0,2,2,0,0.25,2906,1,0,1,0,0,0,0,0,0,0,0,1,0
"37",100,0,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,69,1,1125,1125,28,88,363,116,4,0,90,9,10,10,9,9,9,1,9,8,0,1.38,2774,1,0,1,0,0,0,0,0,0,0,1,0,0
"38",29,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,245,28,1124,1124,13,37,278,113,0,0,95,10,10,10,10,10,10,0,2,0,0,1.45,2772,0,0,1,0,0,0,0,1,0,0,0,0,0
"39",67,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,150,2,100,100,30,90,365,86,1,0,96,10,10,10,10,10,9,0,1,0,0,0.97,2763,0,0,1,0,0,0,0,0,0,1,0,0,0
"40",100,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,45,29,360,360,29,89,364,23,0,0,97,10,10,10,10,10,10,0,2,0,0,0.27,2737,0,0,1,0,0,0,0,0,0,1,0,0,0
"41",100,0,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,62,1,1125,1125,30,89,364,31,5,1,90,10,10,10,10,9,9,1,9,8,0,0.37,2774,1,0,1,0,0,0,0,0,0,0,1,0,0
"42",100,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,120,2,31,1125,30,90,365,230,1,0,93,10,10,10,10,10,10,0,1,0,0,2.55,3367,0,0,1,0,0,0,1,0,0,0,0,0,0
"43",100,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,45,30,365,365,30,90,365,34,0,0,92,9,9,10,10,10,9,0,2,0,0,0.42,2737,0,0,1,0,0,0,0,0,0,1,0,0,0
"44",100,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,54,2,28,1125,0,0,0,302,4,0,91,10,10,10,10,9,10,1,4,3,0,3.4,2697,0,1,1,0,0,0,0,0,0,1,0,0,0
"45",83,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,4,145,6,31,1125,0,0,0,3,0,0,100,10,10,10,10,10,10,0,1,0,0,0.04,2841,0,0,2,0,0,0,0,0,0,0,0,1,0
"46",62,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,17,31,365,365,0,11,286,30,1,0,99,10,10,10,10,10,10,0,3,2,0,0.34,3096,0,0,1,0,0,0,0,0,0,0,0,1,0
